"","rxddrgid","rxddrug","rxdingfl","rxddci1a","rxddci1b","rxddci1c","rxddci2a","rxddci2b","rxddci2c","rxddci3a","rxddci3b","rxddci3c","rxddci4a","rxddci4b","rxddci4c","rxdici1a","rxdici1b","rxdici1c","rxdici2a","rxdici2b","rxdici2c","rxdici3a","rxdici3b","rxdici3c","rxdici4a","rxdici4b","rxdici4c","rxdici5a","rxdici5b","rxdici5c","rxdici6a","rxdici6b","rxdici6c","rxddcn1a","rxddcn1b","rxddcn1c","rxddcn2a","rxddcn2b","rxddcn2c","rxddcn3a","rxddcn3b","rxddcn3c","rxddcn4a","rxddcn4b","rxddcn4c","rxdicn1a","rxdicn1b","rxdicn1c","rxdicn2a","rxdicn2b","rxdicn2c","rxdicn3a","rxdicn3b","rxdicn3c","rxdicn4a","rxdicn4b","rxdicn4c","rxdicn5a","rxdicn5b","rxdicn5c","rxdicn6a","rxdicn6b","rxdicn6c"
"630","d03171","GRANISETRON",1,57,65,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,65,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","5HT3 RECEPTOR ANTAGONISTS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","5HT3 RECEPTOR ANTAGONISTS","","","","","","","","","","","","","","",""
"631","d03176","TACRINE",1,57,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","CHOLINESTERASE INHIBITORS","","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","CHOLINESTERASE INHIBITORS","","","","","","","","","","","","","","","",""
"632","d03180","RISPERIDONE",1,242,251,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,251,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIPSYCHOTICS","ATYPICAL ANTIPSYCHOTICS","","","","","","","","","","PSYCHOTHERAPEUTIC AGENTS","ANTIPSYCHOTICS","ATYPICAL ANTIPSYCHOTICS","","","","","","","","","","","","","","",""
"633","d03181","VENLAFAXINE",1,242,249,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,249,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","SSNRI ANTIDEPRESSANTS","","","","","","","","","","PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","SSNRI ANTIDEPRESSANTS","","","","","","","","","","","","","","",""
"634","d03182","GABAPENTIN",1,57,64,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,64,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","GAMMA-AMINOBUTYRIC ACID ANALOGS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","GAMMA-AMINOBUTYRIC ACID ANALOGS","","","","","","","","","","","","","","",""
"635","d03183","FLUVASTATIN",1,358,19,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,19,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIHYPERLIPIDEMIC AGENTS","HMG-COA REDUCTASE INHIBITORS","","","","","","","","","","METABOLIC AGENTS","ANTIHYPERLIPIDEMIC AGENTS","HMG-COA REDUCTASE INHIBITORS","","","","","","","","","","","","","","",""
"636","d03189","TORSEMIDE",1,40,49,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,49,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","DIURETICS","LOOP DIURETICS","","","","","","","","","","CARDIOVASCULAR AGENTS","DIURETICS","LOOP DIURETICS","","","","","","","","","","","","","","",""
"637","d03190","OXICONAZOLE TOPICAL",1,133,136,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIFUNGALS","","","","","","","","","","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIFUNGALS","","","","","","","","","","","","","","",""
"638","d03191","TERBINAFINE TOPICAL",1,133,136,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIFUNGALS","","","","","","","","","","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIFUNGALS","","","","","","","","","","","","","","",""
"639","d03193","AMILORIDE; HYDROCHLOROTHIAZIDE",2,40,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,49,155,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","","","","","","","","","","","CARDIOVASCULAR AGENTS","DIURETICS","POTASSIUM-SPARING DIURETICS","CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE DIURETICS","","","","","","","","","","","",""
"640","d03195","MICONAZOLE TOPICAL",1,133,136,292,133,151,268,NA,NA,NA,NA,NA,NA,133,136,292,133,151,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIFUNGALS","TOPICAL AGENTS","VAGINAL PREPARATIONS","VAGINAL ANTI-INFECTIVES","","","","","","","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIFUNGALS","TOPICAL AGENTS","VAGINAL PREPARATIONS","VAGINAL ANTI-INFECTIVES","","","","","","","","","","","",""
"641","d03197","BETAMETHASONE TOPICAL",1,133,136,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL STEROIDS","","","","","","","","","","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL STEROIDS","","","","","","","","","","","","","","",""
"642","d03200","ERYTHROMYCIN TOPICAL",1,133,136,143,133,136,290,NA,NA,NA,NA,NA,NA,133,136,143,133,136,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ACNE AGENTS","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIBIOTICS","","","","","","","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ACNE AGENTS","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIBIOTICS","","","","","","","","","","","",""
"643","d03201","ACYCLOVIR TOPICAL",1,133,136,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIVIRALS","","","","","","","","","","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIVIRALS","","","","","","","","","","","","","","",""
"644","d03202","KETOCONAZOLE TOPICAL",1,133,136,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIFUNGALS","","","","","","","","","","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIFUNGALS","","","","","","","","","","","","","","",""
"645","d03205","HYDROCORTISONE TOPICAL",1,133,136,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL STEROIDS","","","","","","","","","","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL STEROIDS","","","","","","","","","","","","","","",""
"646","d03206","TRIAMCINOLONE TOPICAL",1,133,136,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL STEROIDS","","","","","","","","","","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL STEROIDS","","","","","","","","","","","","","","",""
"647","d03208","METRONIDAZOLE TOPICAL",1,133,136,143,133,151,268,NA,NA,NA,NA,NA,NA,133,136,143,133,151,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ACNE AGENTS","TOPICAL AGENTS","VAGINAL PREPARATIONS","VAGINAL ANTI-INFECTIVES","","","","","","","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ACNE AGENTS","TOPICAL AGENTS","VAGINAL PREPARATIONS","VAGINAL ANTI-INFECTIVES","","","","","","","","","","","",""
"648","d03210","SELENIUM SULFIDE TOPICAL",1,133,136,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","MISCELLANEOUS TOPICAL AGENTS","","","","","","","","","","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","MISCELLANEOUS TOPICAL AGENTS","","","","","","","","","","","","","","",""
"649","d03211","CIPROFLOXACIN OPHTHALMIC",1,133,147,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTI-INFECTIVES","","","","","","","","","","TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTI-INFECTIVES","","","","","","","","","","","","","","",""
"650","d03212","ATROPINE OPHTHALMIC",1,133,147,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","MYDRIATICS","","","","","","","","","","TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","MYDRIATICS","","","","","","","","","","","","","","",""
"651","d03213","DICLOFENAC OPHTHALMIC",1,133,147,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTI-INFLAMMATORY AGENTS","","","","","","","","","","TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTI-INFLAMMATORY AGENTS","","","","","","","","","","","","","","",""
"652","d03214","KETOROLAC OPHTHALMIC",1,133,147,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTI-INFLAMMATORY AGENTS","","","","","","","","","","TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTI-INFLAMMATORY AGENTS","","","","","","","","","","","","","","",""
"653","d03221","PREDNISOLONE OPHTHALMIC",1,133,147,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC STEROIDS","","","","","","","","","","TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC STEROIDS","","","","","","","","","","","","","","",""
"654","d03222","TOBRAMYCIN OPHTHALMIC",1,133,147,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTI-INFECTIVES","","","","","","","","","","TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTI-INFECTIVES","","","","","","","","","","","","","","",""
"655","d03225","PREDNICARBATE TOPICAL",1,133,136,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL STEROIDS","","","","","","","","","","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL STEROIDS","","","","","","","","","","","","","","",""
"656","d03227","FLUOROMETHOLONE OPHTHALMIC",1,133,147,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC STEROIDS","","","","","","","","","","TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC STEROIDS","","","","","","","","","","","","","","",""
"657","d03228","LODOXAMIDE OPHTHALMIC",1,133,147,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS","","","","","","","","","","TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS","","","","","","","","","","","","","","",""
"658","d03229","LEVOCABASTINE OPHTHALMIC",1,133,147,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS","","","","","","","","","","TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS","","","","","","","","","","","","","","",""
"659","d03231","TRIPLE SULFA TOPICAL",1,133,151,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,151,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","VAGINAL PREPARATIONS","VAGINAL ANTI-INFECTIVES","","","","","","","","","","TOPICAL AGENTS","VAGINAL PREPARATIONS","VAGINAL ANTI-INFECTIVES","","","","","","","","","","","","","","",""
"660","d03238","ETHINYL ESTRADIOL; NORETHINDRONE",2,97,101,102,97,101,186,NA,NA,NA,NA,NA,NA,97,101,102,97,101,183,97,101,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","CONTRACEPTIVES","HORMONES/HORMONE MODIFIERS","SEX HORMONES","SEX HORMONE COMBINATIONS","","","","","","","HORMONES/HORMONE MODIFIERS","SEX HORMONES","CONTRACEPTIVES","HORMONES/HORMONE MODIFIERS","SEX HORMONES","ESTROGENS","HORMONES/HORMONE MODIFIERS","SEX HORMONES","PROGESTINS","","","","","","","","",""
"661","d03240","MESTRANOL; NORETHINDRONE",2,97,101,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,101,102,97,101,183,97,101,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","CONTRACEPTIVES","","","","","","","","","","HORMONES/HORMONE MODIFIERS","SEX HORMONES","CONTRACEPTIVES","HORMONES/HORMONE MODIFIERS","SEX HORMONES","ESTROGENS","HORMONES/HORMONE MODIFIERS","SEX HORMONES","PROGESTINS","","","","","","","","",""
"662","d03241","ETHINYL ESTRADIOL; NORGESTREL",2,97,101,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,101,183,97,101,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","CONTRACEPTIVES","","","","","","","","","","HORMONES/HORMONE MODIFIERS","SEX HORMONES","ESTROGENS","HORMONES/HORMONE MODIFIERS","SEX HORMONES","PROGESTINS","","","","","","","","","","","",""
"663","d03242","ETHINYL ESTRADIOL; LEVONORGESTREL",2,97,101,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,101,102,97,101,183,97,101,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","CONTRACEPTIVES","","","","","","","","","","HORMONES/HORMONE MODIFIERS","SEX HORMONES","CONTRACEPTIVES","HORMONES/HORMONE MODIFIERS","SEX HORMONES","ESTROGENS","HORMONES/HORMONE MODIFIERS","SEX HORMONES","PROGESTINS","","","","","","","","",""
"664","d03245","ESTERIFIED ESTROGENS; METHYLTESTOSTERONE",2,97,101,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,101,182,97,101,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","SEX HORMONE COMBINATIONS","","","","","","","","","","HORMONES/HORMONE MODIFIERS","SEX HORMONES","ANDROGENS AND ANABOLIC STEROIDS","HORMONES/HORMONE MODIFIERS","SEX HORMONES","ESTROGENS","","","","","","","","","","","",""
"665","d03247","HYDROCHLOROTHIAZIDE; SPIRONOLACTONE",2,40,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,49,155,40,49,156,40,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","","","","","","","","","","","CARDIOVASCULAR AGENTS","DIURETICS","POTASSIUM-SPARING DIURETICS","CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE DIURETICS","CARDIOVASCULAR AGENTS","ALDOSTERONE RECEPTOR ANTAGONISTS","","","","","","","","","",""
"666","d03248","POLYTHIAZIDE; RESERPINE",2,40,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,43,NA,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","","","","","","","","","","","CARDIOVASCULAR AGENTS","ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING","","CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE DIURETICS","","","","","","","","","","","",""
"667","d03249","CHLORTHALIDONE; RESERPINE",2,40,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,43,NA,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","","","","","","","","","","","CARDIOVASCULAR AGENTS","ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING","","CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE DIURETICS","","","","","","","","","","","",""
"668","d03250","CHLOROTHIAZIDE; RESERPINE",2,40,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,43,NA,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","","","","","","","","","","","CARDIOVASCULAR AGENTS","ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING","","CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE DIURETICS","","","","","","","","","","","",""
"669","d03251","HYDROCHLOROTHIAZIDE; RESERPINE",2,40,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,43,NA,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","","","","","","","","","","","CARDIOVASCULAR AGENTS","ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING","","CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE DIURETICS","","","","","","","","","","","",""
"670","d03252","HYDROFLUMETHIAZIDE; RESERPINE",2,40,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,43,NA,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","","","","","","","","","","","CARDIOVASCULAR AGENTS","ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING","","CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE DIURETICS","","","","","","","","","","","",""
"671","d03253","METHYCLOTHIAZIDE; RESERPINE",2,40,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,43,NA,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","","","","","","","","","","","CARDIOVASCULAR AGENTS","ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING","","CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE DIURETICS","","","","","","","","","","","",""
"672","d03256","HYDRALAZINE; HYDROCHLOROTHIAZIDE; RESERPINE",2,40,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,43,NA,40,49,156,40,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","","","","","","","","","","","CARDIOVASCULAR AGENTS","ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING","","CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE DIURETICS","CARDIOVASCULAR AGENTS","VASODILATORS","","","","","","","","","",""
"673","d03257","HYDRALAZINE; HYDROCHLOROTHIAZIDE",2,40,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,49,156,40,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","","","","","","","","","","","CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE DIURETICS","CARDIOVASCULAR AGENTS","VASODILATORS","","","","","","","","","","","","",""
"674","d03258","ATENOLOL; CHLORTHALIDONE",2,40,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,47,274,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","","","","","","","","","","","CARDIOVASCULAR AGENTS","BETA-ADRENERGIC BLOCKING AGENTS","CARDIOSELECTIVE BETA BLOCKERS","CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE DIURETICS","","","","","","","","","","","",""
"675","d03259","BENDROFLUMETHIAZIDE; NADOLOL",2,40,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,47,275,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","","","","","","","","","","","CARDIOVASCULAR AGENTS","BETA-ADRENERGIC BLOCKING AGENTS","NON-CARDIOSELECTIVE BETA BLOCKERS","CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE DIURETICS","","","","","","","","","","","",""
"676","d03260","HYDROCHLOROTHIAZIDE; TIMOLOL",2,40,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,47,275,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","","","","","","","","","","","CARDIOVASCULAR AGENTS","BETA-ADRENERGIC BLOCKING AGENTS","NON-CARDIOSELECTIVE BETA BLOCKERS","CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE DIURETICS","","","","","","","","","","","",""
"677","d03261","HYDROCHLOROTHIAZIDE; PROPRANOLOL",2,40,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,46,386,40,47,275,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","","","","","","","","","","","CARDIOVASCULAR AGENTS","ANTIARRHYTHMIC AGENTS","GROUP II ANTIARRHYTHMICS","CARDIOVASCULAR AGENTS","BETA-ADRENERGIC BLOCKING AGENTS","NON-CARDIOSELECTIVE BETA BLOCKERS","CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE DIURETICS","","","","","","","","",""
"678","d03263","HYDROCHLOROTHIAZIDE; METHYLDOPA",2,40,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,44,NA,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","","","","","","","","","","","CARDIOVASCULAR AGENTS","ANTIADRENERGIC AGENTS, CENTRALLY ACTING","","CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE DIURETICS","","","","","","","","","","","",""
"679","d03264","HYDROCHLOROTHIAZIDE; METOPROLOL",2,40,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,47,274,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","","","","","","","","","","","CARDIOVASCULAR AGENTS","BETA-ADRENERGIC BLOCKING AGENTS","CARDIOSELECTIVE BETA BLOCKERS","CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE DIURETICS","","","","","","","","","","","",""
"680","d03265","BENAZEPRIL; HYDROCHLOROTHIAZIDE",2,40,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,42,NA,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","","","","","","","","","","","CARDIOVASCULAR AGENTS","ANGIOTENSIN CONVERTING ENZYME INHIBITORS","","CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE DIURETICS","","","","","","","","","","","",""
"681","d03266","HYDROCHLOROTHIAZIDE; LISINOPRIL",2,40,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,42,NA,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","","","","","","","","","","","CARDIOVASCULAR AGENTS","ANGIOTENSIN CONVERTING ENZYME INHIBITORS","","CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE DIURETICS","","","","","","","","","","","",""
